Type of Traveler,Route Point,Airport Code,Trips,Source Row Number,Row ID,Passenger Email,Purchase Date,Travel Date,Passenger ID,Airline,Ticket Price,Route,Ticket Type,Person,Person-1,Ticket Price-1,Airport Code-1,Airport Name,Latitude,Longitude
Casual,Origin,DFW,6,575,5472,thudgings@vizpainter.com,2021/9/22,2021/12/23,TS-21505,United,303,DFW-MCO,Economy,Thea Hudgings,Thea Hudgings,202,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,6,575,5472,thudgings@vizpainter.com,2021/9/22,2021/12/23,TS-21505,United,303,DFW-MCO,Economy,Thea Hudgings,Thea Hudgings,202,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,11,576,3431,kheidel@vizpainter.com,2021/9/21,2021/12/9,LF-17185,American,623,DFW-JFK,1st Class,Ken Heidel,Ken Heidel,175.272727273,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,11,576,3431,kheidel@vizpainter.com,2021/9/21,2021/12/9,LF-17185,American,623,DFW-JFK,1st Class,Ken Heidel,Ken Heidel,175.272727273,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Extreme,Origin,DFW,17,577,6109,azypern@vizpainter.com,2020/8/20,2020/9/16,AS-10090,United,295,DFW-IAD,Business,Annie Zypern,Annie Zypern,178.235294118,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,IAD,17,577,6109,azypern@vizpainter.com,2020/8/20,2020/9/16,AS-10090,United,295,DFW-IAD,Business,Annie Zypern,Annie Zypern,178.235294118,IAD,Washington Dulles International Airport,38.94449997,-77.45580292
Frequent,Origin,DFW,11,578,9086,dwilson@vizpainter.com,2020/8/30,2020/9/12,DV-13465,United,328,DFW-SEA,Business,Dianna Wilson,Dianna Wilson,141.727272727,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,11,578,9086,dwilson@vizpainter.com,2020/8/30,2020/9/12,DV-13465,United,328,DFW-SEA,Business,Dianna Wilson,Dianna Wilson,141.727272727,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,4,579,4305,aroberts,2018/9/24,2018/10/30,AH-10585,United,412,DFW-MCO,Business,Andrew Roberts,Andrew Roberts,189,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MCO,4,579,4305,aroberts,2018/9/24,2018/10/30,AH-10585,United,412,DFW-MCO,Business,Andrew Roberts,Andrew Roberts,189,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,13,580,4649,jsmith@vizpainter.com,2021/3/10,2021/5/18,KB-16585,United,258,DFW-COS,Business,Joy Smith,Joy Smith,164.307692308,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,13,580,4649,jsmith@vizpainter.com,2021/3/10,2021/5/18,KB-16585,United,258,DFW-COS,Business,Joy Smith,Joy Smith,164.307692308,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Extreme,Origin,DFW,17,581,5227,azypern@vizpainter.com,2020/6/2,2020/6/26,AS-10090,American Airlines,217,DFW-SEA,Economy,Annie Zypern,Annie Zypern,178.235294118,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SEA,17,581,5227,azypern@vizpainter.com,2020/6/2,2020/6/26,AS-10090,American Airlines,217,DFW-SEA,Economy,Annie Zypern,Annie Zypern,178.235294118,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,4,582,6911,tcarlisle@vizpainter.com,2021/7/13,2021/8/2,VG-21790,United,440,DFW-BUF,1st Class,Toby Carlisle,Toby Carlisle,204.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,BUF,4,582,6911,tcarlisle@vizpainter.com,2021/7/13,2021/8/2,VG-21790,United,440,DFW-BUF,1st Class,Toby Carlisle,Toby Carlisle,204.75,BUF,Buffalo Niagara International Airport,42.94049835,-78.73220062
Casual,Origin,DFW,6,583,8218,pflathmann@vizpainter.com,2018/9/23,2018/10/7,RD-19930,United,229,DFW-BUR,Economy,Phillip Flathmann,Phillip Flathmann,188,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,6,583,8218,pflathmann@vizpainter.com,2018/9/23,2018/10/7,RD-19930,United,229,DFW-BUR,Economy,Phillip Flathmann,Phillip Flathmann,188,BUR,Bob Hope Airport,34.20069885,-118.3590012
Extreme,Origin,DFW,16,584,4099,rwaldorf@vizpainter.com,2018/8/23,2018/9/28,SC-20095,United,222,DFW-SEA,Economy,Robert Waldorf,Robert Waldorf,136.375,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SEA,16,584,4099,rwaldorf@vizpainter.com,2018/8/23,2018/9/28,SC-20095,United,222,DFW-SEA,Economy,Robert Waldorf,Robert Waldorf,136.375,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,17,585,168,bpaige@vizpainter.com,2018/6/26,2018/9/12,BM-11140,Delta,313,DFW-SLC,Economy,Beth Paige,Beth Paige,163.294117647,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SLC,17,585,168,bpaige@vizpainter.com,2018/6/26,2018/9/12,BM-11140,Delta,313,DFW-SLC,Economy,Beth Paige,Beth Paige,163.294117647,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,10,586,2919,lleatherbury@vizpainter.com,2020/10/21,2020/11/23,LS-17200,Delta,104,DFW-BUR,Economy,Lauren Leatherbury,Lauren Leatherbury,198.9,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,10,586,2919,lleatherbury@vizpainter.com,2020/10/21,2020/11/23,LS-17200,Delta,104,DFW-BUR,Economy,Lauren Leatherbury,Lauren Leatherbury,198.9,BUR,Bob Hope Airport,34.20069885,-118.3590012
Frequent,Origin,DFW,14,587,1377,ttaslimi@vizpainter.com,2018/7/13,2018/8/9,VD-21670,Delta,237,DFW-COS,Business,Tim Taslimi,Tim Taslimi,143.428571429,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,14,587,1377,ttaslimi@vizpainter.com,2018/7/13,2018/8/9,VD-21670,Delta,237,DFW-COS,Business,Tim Taslimi,Tim Taslimi,143.428571429,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,7,588,423,mengle@vizpainter.com,2021/10/12,2021/10/22,MP-17965,Delta,259,DFW-MCO,Economy,Max Engle,Max Engle,220.285714286,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,7,588,423,mengle@vizpainter.com,2021/10/12,2021/10/22,MP-17965,Delta,259,DFW-MCO,Economy,Max Engle,Max Engle,220.285714286,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,14,589,3636,a,2020/10/27,2020/11/14,PP-18955,Delta,255,DFW-COS,Business,Patrick Bzostek,Patrick Bzostek,169.214285714,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,14,589,3636,a,2020/10/27,2020/11/14,PP-18955,Delta,255,DFW-COS,Business,Patrick Bzostek,Patrick Bzostek,169.214285714,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,6,590,8556,dreichenbach@vizpainter.com,2018/12/28,2019/3/22,DC-13285,United,322,DFW-HIO,Business,Dan Reichenbach,Dan Reichenbach,143.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,6,590,8556,dreichenbach@vizpainter.com,2018/12/28,2019/3/22,DC-13285,United,322,DFW-HIO,Business,Dan Reichenbach,Dan Reichenbach,143.333333333,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Infrequent,Origin,DFW,2,591,9111,lwilliams@vizpainter.com,2018/6/20,2018/10/15,MA-17995,United,484,DFW-MEM,1st Class,Lindsay Williams,Lindsay Williams,292.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MEM,2,591,9111,lwilliams@vizpainter.com,2018/6/20,2018/10/15,MA-17995,United,484,DFW-MEM,1st Class,Lindsay Williams,Lindsay Williams,292.5,MEM,Memphis International Airport,35.04240036,-89.97669983
Casual,Origin,DFW,10,592,9380,cdarley@vizpainter.com,2018/10/1,2018/12/27,CC-12670,Delta,226,DFW-COS,Economy,Carol Darley,Carol Darley,176.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,10,592,9380,cdarley@vizpainter.com,2018/10/1,2018/12/27,CC-12670,Delta,226,DFW-COS,Economy,Carol Darley,Carol Darley,176.4,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,11,593,664,scoram@vizpainter.com,2020/1/16,2020/3/30,SP-20545,American,230,DFW-JFK,Economy,Scot Coram,Scot Coram,202.181818182,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,11,593,664,scoram@vizpainter.com,2020/1/16,2020/3/30,SP-20545,American,230,DFW-JFK,Economy,Scot Coram,Scot Coram,202.181818182,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,8,594,5086,lschmidt@vizpainter.com,2019/5/18,2019/6/23,ME-17320,American,285,DFW-SEA,Business,Luke Schmidt,Luke Schmidt,184.125,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,8,594,5086,lschmidt@vizpainter.com,2019/5/18,2019/6/23,ME-17320,American,285,DFW-SEA,Business,Luke Schmidt,Luke Schmidt,184.125,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,7,595,7133,tseio@vizpainter.com,2021/9/11,2021/12/1,TT-21460,American Airlines,337,DFW-SAN,Business,Thomas Seio,Thomas Seio,159.571428571,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,7,595,7133,tseio@vizpainter.com,2021/9/11,2021/12/1,TT-21460,American Airlines,337,DFW-SAN,Business,Thomas Seio,Thomas Seio,159.571428571,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,9,596,7941,darnett@vizpainter.com,2020/11/8,2020/12/16,DS-13180,American Airlines,613,DFW-SLC,1st Class,Dianna Arnett,Dianna Arnett,266.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,9,596,7941,darnett@vizpainter.com,2020/11/8,2020/12/16,DS-13180,American Airlines,613,DFW-SLC,1st Class,Dianna Arnett,Dianna Arnett,266.333333333,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Frequent,Origin,DFW,14,597,8230,ajones@vizpainter.com,2020/2/10,2020/4/8,BC-11125,United,215,DFW-HIO,Economy,Astrea Jones,Astrea Jones,143.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,HIO,14,597,8230,ajones@vizpainter.com,2020/2/10,2020/4/8,BC-11125,United,215,DFW-HIO,Economy,Astrea Jones,Astrea Jones,143.857142857,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Infrequent,Origin,DFW,4,598,96,pkriz@vizpainter.com,2021/10/16,2021/11/12,RB-19705,Delta,292,DFW-SEA,Business,Pete Kriz,Pete Kriz,260.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,4,598,96,pkriz@vizpainter.com,2021/10/16,2021/11/12,RB-19705,Delta,292,DFW-SEA,Business,Pete Kriz,Pete Kriz,260.25,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,7,599,6874,snguyen@vizpainter.com,2018/9/5,2018/10/22,TB-21520,United,226,DFW-SEA,Economy,Steve Nguyen,Steve Nguyen,130.571428571,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,7,599,6874,snguyen@vizpainter.com,2018/9/5,2018/10/22,TB-21520,United,226,DFW-SEA,Economy,Steve Nguyen,Steve Nguyen,130.571428571,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,12,600,4494,jlonsdale@vizpainter.com,2018/10/11,2018/12/3,JK-15730,Delta,214,DFW-COS,Economy,Jeremy Lonsdale,Jeremy Lonsdale,125.083333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,12,600,4494,jlonsdale@vizpainter.com,2018/10/11,2018/12/3,JK-15730,Delta,214,DFW-COS,Economy,Jeremy Lonsdale,Jeremy Lonsdale,125.083333333,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,7,601,9511,kmiller@vizpainter.com,2020/7/23,2020/8/11,LM-17065,American (AA),478,DFW-CMH,1st Class,Kunst Miller,Kunst Miller,234.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,7,601,9511,kmiller@vizpainter.com,2020/7/23,2020/8/11,LM-17065,American (AA),478,DFW-CMH,1st Class,Kunst Miller,Kunst Miller,234.142857143,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,4,602,8128,tcoyne@vizpainter.com,2019/1/4,2019/2/13,TS-21655,Delta,225,DFW-JFK,Economy,Theresa Coyne,Theresa Coyne,261.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,JFK,4,602,8128,tcoyne@vizpainter.com,2019/1/4,2019/2/13,TS-21655,Delta,225,DFW-JFK,Economy,Theresa Coyne,Theresa Coyne,261.5,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,10,603,442,npaige@vizpainter.com,2020/8/27,2020/9/7,PK-19075,American (AA),229,DFW-JFK,Economy,Nora Paige,Nora Paige,173.8,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,10,603,442,npaige@vizpainter.com,2020/8/27,2020/9/7,PK-19075,American (AA),229,DFW-JFK,Economy,Nora Paige,Nora Paige,173.8,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,7,604,6251,mskach@vizpainter.com,2021/5/11,2021/6/4,ML-17410,American,490,DFW-COS,1st Class,MaryBeth Skach,MaryBeth Skach,190.714285714,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,7,604,6251,mskach@vizpainter.com,2021/5/11,2021/6/4,ML-17410,American,490,DFW-COS,1st Class,MaryBeth Skach,MaryBeth Skach,190.714285714,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,10,605,1754,tprescott@vizpainter.com,2021/11/14,2021/12/4,VW-21775,American Airlines,115,DFW-COS,Economy,Tom Prescott,Tom Prescott,135.9,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,10,605,1754,tprescott@vizpainter.com,2021/11/14,2021/12/4,VW-21775,American Airlines,115,DFW-COS,Economy,Tom Prescott,Tom Prescott,135.9,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,2,606,6040,abellavance@vizpainter.com,2020/8/20,2020/9/8,AA-10645,United,228,DFW-CMH,Economy,Adam Bellavance,Adam Bellavance,247,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CMH,2,606,6040,abellavance@vizpainter.com,2020/8/20,2020/9/8,AA-10645,United,228,DFW-CMH,Economy,Adam Bellavance,Adam Bellavance,247,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,7,607,4156,mengle@vizpainter.com,2020/12/3,2021/1/2,MP-17965,AA,337,DFW-SEA,Business,Max Engle,Max Engle,220.285714286,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,7,607,4156,mengle@vizpainter.com,2020/12/3,2021/1/2,MP-17965,AA,337,DFW-SEA,Business,Max Engle,Max Engle,220.285714286,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,13,608,3359,aballentine@vizpainter.com,2020/4/21,2020/5/10,AF-10870,United,126,DFW-SEA,Economy,Alejandro Ballentine,Alejandro Ballentine,169.384615385,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,13,608,3359,aballentine@vizpainter.com,2020/4/21,2020/5/10,AF-10870,United,126,DFW-SEA,Economy,Alejandro Ballentine,Alejandro Ballentine,169.384615385,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,3,609,5912,rbaird@vizpainter.com,2020/11/19,2020/12/22,SC-20680,United,280,DFW-JFK,Economy,Ross Baird,Ross Baird,256.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,JFK,3,609,5912,rbaird@vizpainter.com,2020/11/19,2020/12/22,SC-20680,United,280,DFW-JFK,Economy,Ross Baird,Ross Baird,256.333333333,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,5,610,4569,dcampbell@vizpainter.com,2019/10/20,2019/11/13,DB-13660,Delta,140,DFW-SEA,Business,Dan Campbell,Dan Campbell,143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,5,610,4569,dcampbell@vizpainter.com,2019/10/20,2019/11/13,DB-13660,Delta,140,DFW-SEA,Business,Dan Campbell,Dan Campbell,143,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,10,611,3177,achung,2021/9/9,2021/9/29,AP-10915,Delta,454,DFW-HIO,Business,Anna Chung,Anna Chung,148.7,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,10,611,3177,achung,2021/9/9,2021/9/29,AP-10915,Delta,454,DFW-HIO,Business,Anna Chung,Anna Chung,148.7,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Casual,Origin,DFW,9,612,4381,sroelle@vizpainter.com,2019/9/30,2019/10/30,TB-21625,United,342,DFW-CMH,1st Class,Steven Roelle,Steven Roelle,168.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,9,612,4381,sroelle@vizpainter.com,2019/9/30,2019/10/30,TB-21625,United,342,DFW-CMH,1st Class,Steven Roelle,Steven Roelle,168.666666667,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,3,613,9495,bstewart@vizpainter.com,2019/12/25,2020/1/8,BO-11350,Delta,226,DFW-SEA,Economy,Bill Stewart,Bill Stewart,211,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,3,613,9495,bstewart@vizpainter.com,2019/12/25,2020/1/8,BO-11350,Delta,226,DFW-SEA,Economy,Bill Stewart,Bill Stewart,211,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,18,614,1958,ahwang@vizpainter.com,2021/6/28,2021/9/5,AC-10615,Delta,142,DFW-COS,Economy,Alan Hwang,Alan Hwang,155.944444444,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,COS,18,614,1958,ahwang@vizpainter.com,2021/6/28,2021/9/5,AC-10615,Delta,142,DFW-COS,Economy,Alan Hwang,Alan Hwang,155.944444444,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,4,615,8664,jfortune-@vizpainter.com,2019/2/17,2019/5/17,JG-15160,Delta,229,DFW-COS,Economy,Jason Fortune-,Jason Fortune-,184,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,4,615,8664,jfortune-@vizpainter.com,2019/2/17,2019/5/17,JG-15160,Delta,229,DFW-COS,Economy,Jason Fortune-,Jason Fortune-,184,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,2,616,9587,bwatters@vizpainter.com,2020/10/20,2020/11/18,BE-11410,American,58,DFW-SEA,Economy,Bart Watters,Bart Watters,112,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,2,616,9587,bwatters@vizpainter.com,2020/10/20,2020/11/18,BE-11410,American,58,DFW-SEA,Economy,Bart Watters,Bart Watters,112,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,6,617,4153,bspruell@vizpainter.com,2021/7/24,2021/9/11,CB-12025,Delta,310,DFW-COS,Business,Bryan Spruell,Bryan Spruell,145.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,6,617,4153,bspruell@vizpainter.com,2021/7/24,2021/9/11,CB-12025,Delta,310,DFW-COS,Business,Bryan Spruell,Bryan Spruell,145.333333333,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,10,618,8500,ahane@vizpainter.com,2018/2/22,2018/3/8,AB-10150,Delta,70,DFW-SEA,Economy,Adrian Hane,Adrian Hane,198.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,10,618,8500,ahane@vizpainter.com,2018/2/22,2018/3/8,AB-10150,Delta,70,DFW-SEA,Economy,Adrian Hane,Adrian Hane,198.5,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,3,619,2717,rbaird@vizpainter.com,2021/8/4,2021/9/1,SC-20680,AA,313,DFW-HIO,Business,Ross Baird,Ross Baird,256.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,HIO,3,619,2717,rbaird@vizpainter.com,2021/8/4,2021/9/1,SC-20680,AA,313,DFW-HIO,Business,Ross Baird,Ross Baird,256.333333333,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Infrequent,Origin,DFW,1,620,9847,mschnelling@vizpainter.com,2021/8/26,2021/9/4,MH-17290,AA,285,DFW-GRB,Economy,Maribeth Schnelling,Maribeth Schnelling,285,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,GRB,1,620,9847,mschnelling@vizpainter.com,2021/8/26,2021/9/4,MH-17290,AA,285,DFW-GRB,Economy,Maribeth Schnelling,Maribeth Schnelling,285,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Casual,Origin,DFW,10,621,9177,cadams@vizpainter.com,2020/1/15,2020/3/24,CC-12610,Delta,181,DFW-SEA,Business,Carol Adams,Carol Adams,158.3,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,10,621,9177,cadams@vizpainter.com,2020/1/15,2020/3/24,CC-12610,Delta,181,DFW-SEA,Business,Carol Adams,Carol Adams,158.3,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,16,622,4465,dordway@vizpainter.com,2021/8/25,2021/10/1,DS-13030,Delta,351,DFW-GRB,Business,Denny Ordway,Denny Ordway,153.125,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,GRB,16,622,4465,dordway@vizpainter.com,2021/8/25,2021/10/1,DS-13030,Delta,351,DFW-GRB,Business,Denny Ordway,Denny Ordway,153.125,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Casual,Origin,DFW,8,623,4148,pvan@vizpainter.com,2021/8/30,2021/10/28,RB-19330,Delta,143,DFW-SEA,Economy,Paul Van Hugh,Paul Van Hugh,125.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,8,623,4148,pvan@vizpainter.com,2021/8/30,2021/10/28,RB-19330,Delta,143,DFW-SEA,Economy,Paul Van Hugh,Paul Van Hugh,125.25,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,6,624,4525,povercash@vizpainter.com,2018/8/12,2018/11/6,RD-19720,AA,336,DFW-MCO,Business,Philisse Overcash,Philisse Overcash,171.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,6,624,4525,povercash@vizpainter.com,2018/8/12,2018/11/6,RD-19720,AA,336,DFW-MCO,Business,Philisse Overcash,Philisse Overcash,171.833333333,MCO,Orlando International Airport,28.42939949,-81.30899811
Infrequent,Origin,DFW,3,625,9005,jlee@vizpainter.com,2019/1/25,2019/4/6,JF-15415,Delta,246,DFW-CMH,Business,Janet Lee,Janet Lee,243.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CMH,3,625,9005,jlee@vizpainter.com,2019/1/25,2019/4/6,JF-15415,Delta,246,DFW-CMH,Business,Janet Lee,Janet Lee,243.333333333,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,6,626,3587,agannaway@vizpainter.com,2021/6/24,2021/9/7,AG-10300,AA,88,DFW-CMH,Economy,Aleksandra Gannaway,Aleksandra Gannaway,153.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,6,626,3587,agannaway@vizpainter.com,2021/6/24,2021/9/7,AG-10300,AA,88,DFW-CMH,Economy,Aleksandra Gannaway,Aleksandra Gannaway,153.333333333,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,4,627,5357,amcfarland@vizpainter.com,2020/9/25,2020/10/3,AR-10540,United,236,DFW-SEA,Business,Anne McFarland,Anne McFarland,142.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,4,627,5357,amcfarland@vizpainter.com,2020/9/25,2020/10/3,AR-10540,United,236,DFW-SEA,Business,Anne McFarland,Anne McFarland,142.25,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,16,628,498,rwaldorf@vizpainter.com,2020/6/29,2020/7/31,SC-20095,American Airlines,272,DFW-MCO,Economy,Robert Waldorf,Robert Waldorf,136.375,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,MCO,16,628,498,rwaldorf@vizpainter.com,2020/6/29,2020/7/31,SC-20095,American Airlines,272,DFW-MCO,Economy,Robert Waldorf,Robert Waldorf,136.375,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,10,629,9600,tchand@vizpainter.com,2019/3/6,2019/4/18,TP-21130,Delta,224,DFW-GRB,Economy,Tamara Chand,Tamara Chand,259,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,GRB,10,629,9600,tchand@vizpainter.com,2019/3/6,2019/4/18,TP-21130,Delta,224,DFW-GRB,Economy,Tamara Chand,Tamara Chand,259,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Infrequent,Origin,DFW,1,630,8853,dcatini@vizpainter.com,2018/8/10,2018/10/13,DN-13690,Delta,278,DFW-COS,Business,Debra Catini,Debra Catini,278,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,1,630,8853,dcatini@vizpainter.com,2018/8/10,2018/10/13,DN-13690,Delta,278,DFW-COS,Business,Debra Catini,Debra Catini,278,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,4,631,5109,otoch@vizpainter.com,2021/4/4,2021/4/26,PN-18775,American (AA),248,DFW-CMH,Business,Olvera Toch,Olvera Toch,207,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CMH,4,631,5109,otoch@vizpainter.com,2021/4/4,2021/4/26,PN-18775,American (AA),248,DFW-CMH,Business,Olvera Toch,Olvera Toch,207,CMH,Port Columbus International Airport,39.9980011,-82.89189911
